hogar,rol,horizonte_min,estrategia,rmse,mae,mape,r2,n
20,train,60,lightgbm,277.825525752764,151.69987015552027,44.96699911514753,0.2082692395270972,7600
21,train,60,lightgbm,409.3026345899564,277.4441627454314,45.24807862260673,0.6318970121824782,7574
2,validacion_externa,60,lightgbm,803.0165609821405,396.80414102106516,113.14970912306497,0.13684649034572627,7836
13,validacion_externa,60,lightgbm,639.2598110919137,341.8828839332668,47.552843369815804,0.4036910773614435,6136
1,train,1440,lightgbm,601.9813553668804,256.66861154099297,59.19540657273244,0.12830473229780448,9164
3,train,1440,lightgbm,635.2833502595622,403.60803429233766,79.00104921313327,0.18538585980232458,8458
4,train,1440,lightgbm,274.22490488334677,162.54861136290774,61.04659982762969,0.09868769742146188,8949
5,train,1440,lightgbm,477.1873591797439,311.8332643802628,45.11678779702264,0.2710000538423446,9209
6,train,1440,lightgbm,268.10590662478114,167.92812018347354,38.975593141343744,0.13075516834858814,8042
7,train,1440,lightgbm,619.7184537334145,364.42720220642525,92.27433072240137,0.2343149509774647,9103
8,train,1440,lightgbm,680.2147422769136,403.707866913114,79.73573958618998,0.45796891689411945,8745
9,train,1440,lightgbm,682.27301104069,370.76579589169773,94.95012241014848,0.206081947501365,8098
10,train,1440,lightgbm,668.1784928525045,384.0924055353016,71.66025043159556,0.12573092875128955,8739
11,train,1440,lightgbm,427.3456432082956,273.414975047073,70.52902837100282,0.5586574208830244,5586
12,train,1440,lightgbm,445.809354501362,226.3724245532523,64.88210384140683,0.10829559435378533,7722
15,train,1440,lightgbm,228.51652848277064,112.90965243185114,50.48519930676124,-0.06676525064546168,7903
16,train,1440,lightgbm,365.55647830997873,218.10678533965336,61.8685084773131,0.16137513633859424,7108
17,train,1440,lightgbm,708.7630347308909,331.4089392172238,76.46836509986235,0.23186852250131773,7731
18,train,1440,lightgbm,338.0141743016393,172.52072425653714,41.38411644195274,0.21592935358163978,7224
19,train,1440,lightgbm,250.2180382031823,140.5238490413724,48.472157701172314,0.08488659202402382,7729
20,train,1440,lightgbm,283.3428908090727,158.25335123348205,47.568614518780535,0.17092131919455078,7498
21,train,1440,lightgbm,489.50380923869443,328.9949835733557,51.05936859258136,0.47325980367475595,7431
2,validacion_externa,1440,lightgbm,832.2062489338142,415.2163359470309,128.53491305815277,0.06535565776375807,7684
13,validacion_externa,1440,lightgbm,803.273476649665,396.7109327171877,50.61969898796935,0.07962104546434778,5949
